Date,Punjab,Haryana,Rajasthan,Delhi,UP,Uttarakhand,HP,J&K(UT) & Ladakh(UT),Chandigarh,Chhattisgarh,Gujarat,MP,Maharashtra,Goa,Andhra Pradesh,Telangana,Karnataka,Kerala,Tamil Nadu,Puducherry,Bihar,DVC,Jharkhand,Odisha,West Bengal,Sikkim,Arunachal Pradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura
15-07-22,10332,9776,10094,6773,25951,2259,1583,1451,353,3843,14168,9408,19387,536,8576,8809,8414,3386,15929,398,6138,3598,1544,5491,9221,90,146,2202,208,322,100,155,297
16-07-22,12068,10169,10039,6681,24886,2334,1617,2145,339,3924,14641,10019,19863,573,8984,9614,8646,3305,15120,427,6311,3432,1661,5704,9004,82,153,2231,206,317,100,158,308
17-07-22,10408,8810,9973,6046,24911,2104,1382,2092,301,3869,13670,9497,19140,540,8812,9529,7642,3052,13321,388,6692,3521,1538,6007,9128,69,144,2088,196,318,87,148,303
18-07-22,12139,9745,10513,6847,24733,2255,1634,2543,365,3884,14580,9772,20187,596,8386,8524,8750,3273,15290,422,6523,3559,1467,5768,9522,90,143,2070,193,340,100,151,306
19-07-22,13213,11012,11052,6816,25138,2203,1645,2613,398,3937,14640,9963,20118,594,8883,9864,9180,3440,15690,441,6734,3545,1505,6111,9688,91,141,2111,190,326,100,150,298
20-07-22,11775,10152,11452,6571,25103,1993,1669,2081,323,4209,14163,10011,20082,595,8883,10637,9354,3399,15689,446,6497,3478,1786,6083,9605,96,145,2095,191,339,101,152,310
21-07-22,10601,8299,10832,5821,23312,2117,1610,1911,271,4286,15297,9846,20546,592,9288,10627,9274,3513,15236,440,6441,3526,1672,6037,9520,98,138,2113,188,356,99,143,330
22-07-22,9552,8694,10927,5691,22010,2040,1662,1947,311,4353,14954,9829,20658,595,8782,10735,10360,3418,14987,417,6195,3538,1575,5843,9435,97,109,2249,195,309,106,143,327
23-07-22,10369,8770,9970,5485,23233,2145,1617,1815,301,4081,14992,9294,20522,584,8657,8245,9565,3440,14365,406,6578,3507,1662,6285,9131,84,115,2024,192,294,105,154,281
24-07-22,10883,8321,9506,5655,22467,2006,1403,2028,285,4015,13048,9303,19649,534,8707,9705,8734,3217,12812,391,6518,3652,1705,6335,8761,74,143,1990,175,291,90,136,263
25-07-22,12179,9778,9682,5770,21200,2225,1547,1940,340,4090,14646,9079,20814,589,9352,10889,10106,3615,14776,403,6670,3473,1525,5886,8635,101,130,2031,171,331,98,149,285
26-07-22,12575,10018,9373,5876,22804,2183,1592,2551,345,4272,14778,9261,21129,594,8351,9936,10173,3530,14665,416,6300,3499,1570,6077,8989,98,137,2109,189,336,109,154,276
27-07-22,12912,10206,9718,5897,22359,2075,1661,2499,361,4353,14017,9722,20988,602,8351,10688,10295,3565,14412,414,6060,3503,1464,6327,9115,98,140,2106,198,332,110,147,310
28-07-22,12266,9825,9315,5692,22371,2126,1604,1909,355,4396,15330,9813,20987,585,9042,11723,9023,3530,14395,428,5817,3567,1520,6163,9385,101,139,2137,194,322,112,143,312
29-07-22,11243,8767,9892,5479,21950,2086,1620,2102,330,4500,15209,10011,20873,609,9763,12468,9668,3662,15155,424,6299,3606,1564,6184,9532,98,136,2183,191,328,109,149,311
30-07-22,10697,7957,10299,4978,21097,2045,1537,2039,274,4703,15846,10084,20842,623,9564,12087,8763,3549,14321,431,6352,3408,1501,6216,9327,85,138,2061,197,329,107,165,289
31-07-22,9273,7392,10467,5070,21688,1892,1427,1839,242,4831,14890,10237,20275,574,9393,12056,7712,3275,12697,397,6264,3598,1662,6442,9309,67,126,1872,174,324,93,139,298
01-08-22,10602,8703,10622,5468,23219,2004,1512,2073,290,4926,15958,10547,21730,604,9173,12334,8470,3310,14140,446,6052,3479,1593,6489,9487,96,134,1955,189,336,109,148,293
02-08-22,12114,9572,11302,6089,22780,2054,1527,2738,323,4922,15936,10676,22035,611,8924,11796,7844,3236,14433,425,6604,3400,1537,6490,9214,98,142,2127,190,341,112,153,301
03-08-22,13005,9715,11644,5967,22853,1958,1581,2646,344,5069,16126,10538,21961,607,8634,10939,8159,3257,13370,405,6470,3456,1548,6617,9151,98,139,2153,190,329,108,153,310
04-08-22,12148,9713,11481,5814,23361,2120,1569,2641,324,4900,16370,10645,21580,619,8451,10529,8073,3178,13832,391,6188,3305,1478,6601,9029,97,141,2222,199,339,108,156,305
05-08-22,11676,9123,11201,5481,24242,2014,1660,2549,313,5063,15646,10952,21390,591,8031,10514,8430,3221,13868,383,6716,3450,1533,6457,9646,101,140,2225,192,332,102,157,318
06-08-22,12078,9240,11264,5578,24371,2048,1594,2563,313,4947,15710,10493,21095,601,8064,10570,7329,3280,13531,402,6990,3511,1760,6135,9481,89,113,2224,187,343,116,156,313
07-08-22,11817,8784,11682,5421,23149,1894,1503,2558,292,4491,14454,9966,19563,543,7568,9404,6880,2997,12016,360,6888,3443,1779,5916,9039,70,135,2221,179,299,109,139,308
08-08-22,12964,9784,11209,5776,24231,2164,1711,2648,356,4258,15257,10132,20391,564,7848,8383,7746,3379,14435,422,6742,3491,1625,5917,9302,93,148,2193,178,339,112,160,306
09-08-22,13483,10353,11713,6233,24476,2221,1661,2612,365,4213,15370,10021,19829,580,7818,7953,7480,3444,14933,424,6471,3318,1429,5887,8512,90,139,2246,198,337,103,151,292
10-08-22,13803,10604,11714,6388,24169,2249,1681,2592,342,3694,15050,9611,20138,531,8137,8622,7240,3552,15278,433,6492,3341,1411,5944,8411,101,147,2261,188,333,109,151,295
11-08-22,12905,10259,10738,6328,23089,1922,1452,2360,305,3514,13601,9205,19664,599,8765,10242,7885,3613,15883,443,6561,3361,1472,6008,8269,103,144,2320,207,351,110,155,305
12-08-22,13116,10234,11133,5873,23979,2216,1573,2584,336,3878,13718,8793,19942,614,9430,11588,8239,3607,15941,437,6456,3370,1494,6097,8666,102,146,2376,198,347,102,160,321
13-08-22,13783,10306,9450,5866,24666,2133,1589,2568,332,3688,14199,9097,19940,612,9165,11679,8613,3580,15780,434,6456,3352,1498,5923,8594,87,140,2206,190,316,105,155,294
14-08-22,13937,10231,10196,5792,23186,2097,1468,2529,298,3423,13787,8813,19244,560,9389,10379,8268,3267,13920,401,6455,3273,1384,5886,8292,69,145,1998,175,316,102,143,291
15-08-22,10990,8512,9787,5148,21474,1873,1252,2284,252,3175,12854,8067,18639,523,9465,8947,8133,3478,13659,364,6430,3201,1390,5818,7973,62,141,2061,197,315,106,144,290
16-08-22,12801,9125,9652,5096,23072,2186,1541,2471,335,3870,14602,8544,20246,616,10129,10221,9817,3807,16058,368,6806,3459,1537,6068,9170,96,145,2206,199,341,111,155,307
17-08-22,13099,9860,8762,5486,25002,2195,1502,2559,339,4198,13460,9547,20837,617,10272,11291,10533,3784,15932,431,6797,3493,1572,6175,9739,102,150,2342,206,348,109,161,311
18-08-22,13219,10269,9535,5808,25327,2224,1514,2690,346,4374,12768,9551,20834,613,10215,12214,10634,3739,15982,425,6810,3450,1545,6300,9712,98,139,2250,180,323,110,157,281
19-08-22,14011,10304,10161,5711,24925,2115,1625,2687,291,4408,11349,10187,20398,619,10306,12277,11268,3800,15906,407,6474,3448,1512,6063,8795,93,152,2235,183,318,93,159,275
20-08-22,13416,10580,10611,5647,23369,2019,1543,2615,282,4187,12614,9269,20951,600,9947,11659,11042,3748,15550,416,6321,3371,1091,5759,7826,95,155,2318,202,332,110,159,303
21-08-22,13252,10335,11010,6064,23585,2003,1405,2678,307,3951,12806,7999,20000,546,10599,11815,10033,3378,13840,388,6378,3561,1360,5731,8494,76,137,2219,183,289,94,163,322
22-08-22,14267,10936,10674,6267,24702,2306,1421,2625,358,4328,14537,7336,21151,612,10813,12744,10400,3432,14937,406,6568,3434,1448,5967,9393,105,148,2332,205,322,106,154,321
23-08-22,14027,10825,9453,6111,25002,2290,1545,2732,381,4677,14644,8837,21989,603,11300,13014,10620,3430,15506,391,6500,3390,1460,5954,9112,94,147,2271,196,338,108,155,276
24-08-22,13515,10821,9824,5783,24320,2139,1583,2473,340,4626,14341,9396,21977,591,11009,13079,11209,3424,15249,412,6150,3370,1500,5769,8336,98,147,2346,207,340,113,146,319
25-08-22,12743,10775,10022,5862,23419,2212,1571,2450,346,4329,14898,9380,22493,605,10393,12295,10744,3473,14307,405,6275,3487,1403,5819,8898,103,136,2283,199,312,109,145,313
26-08-22,13490,11366,10884,6100,23813,2304,1568,2637,362,4546,15333,9783,23568,619,9364,12429,10502,3530,14079,402,6214,3459,1447,6003,9345,103,142,2301,201,329,111,160,311
27-08-22,12728,11378,10971,5910,24265,2200,1605,2524,325,4586,15249,9688,22857,604,9547,12219,9102,3421,13851,405,6273,3440,1403,5875,9108,95,139,2174,174,355,110,152,294
28-08-22,12821,10856,11735,5945,23853,2078,1492,2511,293,4578,15424,9377,22971,562,8940,11630,8205,3217,11735,365,6230,3333,1522,6019,8666,80,128,2039,185,327,101,142,306
29-08-22,12821,10856,11735,5945,23853,2078,1492,2511,293,4578,15424,9377,22971,562,8940,11630,8205,3217,11735,365,6230,3333,1522,6019,8666,80,128,2039,185,327,101,142,306
30-08-22,13376,11664,13033,5866,24039,2236,1607,2651,362,4643,17632,9858,24127,565,8923,10141,9045,3533,14172,404,6054,3476,1434,6009,9667,104,138,2138,204,341,114,158,320
31-08-22,13750,11620,13746,6253,24698,2221,1619,2643,366,4663,17321,10271,21643,486,9179,11315,8208,3482,12287,358,6139,3373,1516,5913,9745,88,141,2043,201,344,110,157,312
01-09-22,13322,11951,14004,6479,24678,2153,1593,2651,374,4798,17415,10034,21600,489,9602,11813,8335,3483,13535,368,6003,3300,1404,6434,9724,101,130,2051,203,331,112,144,296
02-09-22,14038,11792,13840,6440,22996,2169,1668,2589,366,4895,18195,10066,22470,560,9040,12302,8620,3540,13888,382,6202,3348,1410,6592,9501,100,133,2099,201,324,108,158,299
03-09-22,14023,11705,14056,6298,24417,2153,1592,2889,308,4915,19340,10263,22550,552,9773,12973,9052,3604,14122,398,6194,3351,1382,6396,9309,85,119,1925,195,325,110,161,279
04-09-22,14140,11259,13655,6288,25153,1938,1394,2636,318,4364,18089,9870,20615,525,10143,11887,8231,3377,12193,375,6452,3294,1555,6277,9080,77,128,1993,194,309,96,145,286
05-09-22,13988,11702,14334,6429,25161,2172,1562,2469,342,4701,19354,10089,21375,592,9885,12480,8350,3449,14499,402,6550,3218,1510,6284,9326,104,126,2051,197,322,106,150,289
06-09-22,13011,11735,14799,6488,25238,2155,1604,2431,345,4857,19357,10379,21818,585,9727,12326,7897,3199,14434,416,6459,3351,1492,5967,9106,103,129,2102,198,306,109,148,302
07-09-22,13668,11946,15016,6482,25276,2213,1705,2431,350,4753,19836,10561,21589,579,9117,12092,8141,3230,13940,370,6613,3432,1556,5992,9584,104,121,2165,198,327,105,156,275
08-09-22,13931,12010,15335,6634,25704,2168,1709,2555,345,4856,20331,10478,20929,594,8428,10633,8020,2849,13830,399,6540,3429,1448,5774,9683,106,122,2160,186,319,106,152,318
09-09-22,13904,12018,15772,6614,25921,2253,1748,2568,359,4883,18524,10732,19856,603,8357,10055,8201,3114,14355,404,6465,3357,1416,5728,9486,101,125,2171,200,336,101,155,272
10-09-22,13764,11574,15538,6542,26002,2234,1646,2490,312,4893,18795,10742,21178,597,7930,8413,7810,3183,13911,416,6468,3387,1549,5574,9099,97,124,2109,187,324,102,152,255
11-09-22,13693,10889,15000,6272,25656,2030,1519,2531,302,4728,15671,10611,19781,534,7619,7411,6572,3174,12542,364,6267,3329,1469,5833,8498,77,126,2012,183,323,88,136,266
12-09-22,13321,11244,14379,6444,24663,2290,1606,2593,344,4215,15957,10355,20851,540,8286,8126,7800,3609,15313,410,5936,3366,1522,5866,7595,108,144,2099,192,312,100,149,269
13-09-22,13458,10724,14115,6282,22889,2232,1667,2607,322,4335,15044,9874,20974,597,8251,8767,8180,3604,15727,420,5376,3358,1507,6235,7801,102,134,2075,197,311,105,150,253
14-09-22,13259,10524,13349,5947,20872,2125,1723,2579,309,4564,14644,9216,21049,613,9079,10059,8336,3667,15804,420,5684,3574,1634,6370,7825,101,136,2101,201,329,107,165,238
17-09-22,12108,8884,13036,4746,19081,1704,1643,2699,278,4603,15374,9313,20771,587,9735,12386,9703,3716,15655,388,5755,3323,1643,6471,7636,100,139,2083,187,311,109,160,287
18-09-22,11779,9026,13576,5094,20606,1746,1567,2517,265,4553,14730,9911,19695,557,10391,11841,9162,3432,13780,372,6216,3382,1540,6350,8464,92,145,2225,181,322,92,153,302
19-09-22,12153,10191,14247,5318,20962,2013,1708,2465,281,4283,16624,10264,20440,622,9521,12528,10391,3767,16029,418,5857,3419,1543,5746,8584,104,142,2268,187,341,111,168,296
20-09-22,13092,10126,14006,5332,20670,2085,1653,2773,292,4131,16939,9934,21038,625,9847,11169,10519,3838,16094,421,6008,3472,1624,5829,8615,105,143,2299,198,350,96,156,309
21-09-22,13021,8864,13490,5167,19731,2090,1603,2626,308,4087,17139,9472,20747,629,10354,11126,10921,3771,16390,428,6224,3372,1635,6379,8985,108,142,2314,192,328,89,155,323
22-09-22,11249,7187,12959,4718,19122,2050,1571,2660,257,4198,18522,9417,20444,623,10358,11315,11103,3850,16315,444,6451,3474,1653,6049,9131,107,127,2201,203,337,87,157,310
23-09-22,9165,6314,11641,4573,18500,1968,1536,2580,253,4344,18770,9171,20777,608,10384,11761,11714,3694,16174,434,6484,3379,1788,6139,9137,105,121,2177,199,337,83,150,284
24-09-22,8122,5551,11319,4146,18194,1846,1568,2495,224,4274,19073,9677,21252,627,10628,12273,11270,3813,16045,416,6312,3470,1763,6687,9217,104,112,2086,188,373,95,149,269
25-09-22,5831,5695,10732,3987,18963,1604,1362,2454,195,4521,18477,9658,20629,571,10920,12478,11028,3511,14408,397,6248,3286,1745,6403,8676,94,130,1916,175,315,77,138,285
26-09-22,6720,7018,12219,4612,19872,1561,1609,2560,226,4607,19936,10248,21654,593,10392,13191,11260,3820,15404,418,5838,3393,1643,6591,9068,108,125,2131,201,333,82,153,295
27-09-22,7267,7278,12265,4771,20996,1987,1566,2403,240,4665,19507,10700,22028,616,10370,11693,11357,3902,15670,418,5950,3565,1593,6159,9186,104,94,2147,192,338,88,147,304
28-09-22,7833,7832,12312,4896,21738,2060,1603,2502,250,4576,20011,10973,22137,646,10021,11992,11818,3876,15251,421,6063,3545,1552,6298,8877,110,113,2189,198,356,89,151,307
29-09-22,8183,7870,12777,5018,22033,2069,1638,2645,252,4195,20166,10801,21828,647,9218,10644,11335,3865,15581,417,6273,3411,1581,5982,9375,117,109,2241,199,357,92,150,327
30-09-22,8939,8058,13002,5062,22523,2047,1658,2964,261,4453,20341,10818,21389,605,8440,10153,10449,3830,15295,394,6563,3385,1674,6230,9497,93,100,2266,206,345,86,151,322
01-10-22,8590,7916,13031,4722,22310,2029,1559,2804,260,4644,20125,11037,21730,637,7863,9944,8298,3704,14382,357,6747,3301,1829,6179,9212,96,126,2277,199,343,90,161,323
02-10-22,9009,7138,12441,4510,21576,1709,1413,2779,230,4486,19002,10804,20857,561,7972,10128,7190,3253,12398,355,6809,3283,1642,6322,8399,75,127,2112,176,302,91,147,264
03-10-22,8802,8209,13263,4803,21930,2012,1604,2713,253,4422,19952,10887,22081,637,8520,11339,8444,3691,14740,406,6452,3176,1463,6103,7419,72,129,1812,188,311,101,138,269
04-10-22,10737,8479,13201,4944,20438,2054,1674,2731,257,4350,20254,10526,22513,648,8645,11821,8374,3562,14488,353,5508,3149,1466,6097,6992,68,105,1787,189,316,102,146,302
05-10-22,11237,7639,13085,4693,18242,1730,1519,2730,221,4220,18473,9785,20386,586,8670,11422,8011,3636,14347,402,5488,2925,1332,6163,6762,66,102,1646,178,323,108,148,288
06-10-22,11542,8180,13242,4616,16445,2015,1622,2730,251,4261,20161,9493,22454,617,7869,8373,9032,3795,15080,410,5611,3110,1470,6263,7494,74,119,1894,196,336,112,150,273
07-10-22,10721,7587,12661,4450,15948,1835,1729,2778,240,4183,19578,9493,21100,617,8128,8198,9205,3724,15532,405,5412,3195,1609,6214,8102,82,125,2033,195,335,115,145,304
08-10-22,10200,6387,11140,3795,16186,1858,1687,2649,226,4287,18865,9602,21424,632,8178,8560,8890,3692,14803,400,5794,3170,1808,5870,8337,82,112,1774,183,324,102,140,295
09-10-22,9486,5482,10837,3422,14923,1559,1603,2754,206,4331,17991,9407,20325,585,7859,9016,8818,3388,12879,346,5737,3272,1677,5911,8221,79,118,1766,186,306,94,138,285
10-10-22,9486,5482,10837,3422,14923,1559,1603,2754,206,4331,17991,9407,20325,585,7859,9016,8818,3388,12879,346,5737,3272,1677,5911,8221,79,118,1766,186,306,94,138,285
11-10-22,7419,6581,11271,3874,15746,1819,1518,2486,206,4303,19219,9350,21595,628,8166,8797,8234,3875,14694,414,5161,3276,1522,5253,8498,100,115,1869,195,352,110,150,284
12-10-22,8157,6585,11368,4013,17343,1930,1771,2441,207,4209,18954,9669,21882,630,8262,9400,8303,3875,14789,413,5301,3335,1506,5261,7822,97,133,1800,197,347,107,141,276
13-10-22,8537,6575,11365,3995,16821,1812,1703,2723,195,4329,19218,9698,21464,640,8306,9215,8377,3947,14961,424,5702,3405,1591,5577,8628,119,127,1877,203,343,110,152,284
14-10-22,8400,6678,11495,4001,17383,1856,1689,2550,203,4322,19213,9580,21025,608,8255,9338,8306,3834,14770,413,5730,3343,1476,5833,8501,111,125,1983,196,347,103,159,305
15-10-22,8283,6772,11677,3668,16905,1852,1679,2497,210,4258,19197,9609,21542,648,7989,7873,7849,3801,14162,408,5617,3405,1466,5747,8554,94,118,1966,201,334,104,156,299
16-10-22,7846,6074,11480,3470,16210,1704,1509,2494,192,4286,17979,9410,20410,537,7878,7123,7144,3461,12200,365,5192,3291,1502,5893,8042,81,130,1862,190,331,100,154,299
17-10-22,7928,7001,11788,4003,16950,1983,1701,2556,210,4234,19263,9911,21664,638,8189,8202,7998,3701,14558,394,5541,3363,1480,5741,8443,106,131,1948,188,347,104,152,311
18-10-22,7210,7137,12035,3954,17213,1921,1730,2500,206,4360,19907,10058,21997,639,8165,8661,8168,3686,14364,409,5390,3410,1559,5867,8618,111,130,1933,186,342,108,152,285
19-10-22,7111,7076,12101,4015,17412,1866,1720,2674,210,4366,19853,10142,22344,646,8204,8646,8449,3703,14331,407,5541,3408,1509,5567,8484,113,132,1931,201,337,111,147,305
20-10-22,7081,7002,12220,4047,17907,1924,1721,2466,207,4311,20061,10160,22122,655,8092,8469,8390,3676,14448,400,5471,3352,1456,5586,8363,105,127,1931,202,348,108,146,298
21-10-22,6929,6886,12402,4043,17574,1895,1637,2528,204,4258,19150,10128,21616,632,8225,8983,8310,3657,14259,392,5445,3308,1491,5481,8427,96,131,1928,201,343,115,150,302
22-10-22,6589,6801,12483,3765,16864,1846,1646,2555,185,4199,17814,10085,21047,603,8093,8740,7709,3732,13421,367,5506,3376,1547,5508,8401,90,119,1907,202,347,114,146,304
23-10-22,6609,5952,12240,3279,16043,1640,1450,2598,173,4132,15848,9881,19438,558,8377,8519,7222,3409,11062,331,5377,3321,1660,5807,7752,76,122,1692,183,350,96,142,289
24-10-22,5492,4994,11673,2994,14735,1463,1182,2556,158,3831,13784,9999,18267,478,8565,8847,7647,3597,10168,283,5199,3229,1617,5842,6895,76,117,1180,169,319,90,137,209
25-10-22,4748,4667,10895,3108,15430,1518,1172,2559,170,3903,13204,10214,18375,608,9121,9070,8956,3874,12300,347,5225,3307,1625,6199,7468,78,116,1431,170,304,103,123,193
26-10-22,5544,5264,12208,3047,15238,1501,1392,2555,181,3844,12522,10254,17646,613,9734,9633,8651,3901,13888,378,5158,3216,1526,6259,7885,72,127,1564,192,346,104,121,232
27-10-22,6381,5975,12843,3429,15661,1714,1566,2570,187,3964,14763,10600,19732,620,9474,9624,9258,3923,14433,402,4975,3231,1557,5786,7370,76,128,1633,174,357,107,130,239
