Date,Punjab,Haryana,Rajasthan,Delhi,UP,Uttarakhand,HP,J&K(UT) & Ladakh(UT),Chandigarh,Chhattisgarh,Gujarat,MP,Maharashtra,Goa,Andhra Pradesh,Telangana,Karnataka,Kerala,Tamil Nadu,Puducherry,Bihar,DVC,Jharkhand,Odisha,West Bengal,Sikkim,Arunachal Pradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura
28-02-21,5973,6075,13029,3257,16718,1812,1523,2442,170,4513,16159,12724,23502,422,10457,12934,12085,3765,13239,331,4717,3106,1300,4378,6766,75,125,1430,202,335,92,142,240
01-03-21,6687,6718,13845,3404,16938,1961,1750,2588,194,4515,17857,12683,24412,494,10660,13014,12718,3934,15010,369,4751,3102,1296,4385,7333,85,127,1463,205,353,100,127,265
02-03-21,6825,6507,13753,3434,16640,1968,1774,2473,191,4606,17229,12774,24109,532,10810,13132,12989,3892,15105,374,4793,3115,1276,4403,7832,85,130,1527,214,295,100,126,240
03-03-21,7001,6626,13901,3494,16916,2068,1793,2451,196,4569,17487,13001,24268,542,10696,13237,13077,3974,14871,368,4539,3224,1293,4353,7627,86,135,1528,210,301,101,139,248
04-03-21,6814,6916,13547,3434,17397,2005,1762,2454,191,4596,17430,12918,24802,524,10703,13302,13231,3582,15266,375,4590,3160,1423,4441,7686,123,121,1475,217,289,97,143,235
05-03-21,7034,6822,13671,3607,17121,2036,1806,2736,198,4560,18176,12826,24526,562,10749,13468,13349,3948,15462,373,4578,3202,1421,4202,7916,114,114,1489,192,309,100,135,247
06-03-21,6773,6518,13406,3241,17210,1989,1737,2557,186,4545,18025,12681,24663,567,10703,13315,13188,4001,15467,378,4728,3160,1420,4700,7833,124,114,1302,207,290,109,132,237
07-03-21,6413,5772,13159,3209,16860,1829,1514,2556,167,4484,16519,12413,23744,482,10824,12699,12404,3870,14230,333,4777,3077,1430,4886,7343,106,119,1339,197,292,106,131,235
08-03-21,5961,6187,13278,3439,17454,1867,1576,2522,197,4556,17938,12482,24951,553,10778,13037,13073,4112,15733,383,4968,3109,1443,5002,8097,92,124,1460,205,345,105,125,247
09-03-21,6152,6592,13018,3528,17962,1896,1692,2622,187,4598,17823,12547,25203,560,11041,13178,13366,4001,15862,384,4988,3109,1454,4914,8143,99,127,1469,205,347,96,127,239
10-03-21,6367,6757,12894,3584,18176,2029,1717,2768,189,4600,17466,12479,24862,599,10853,13310,13650,3943,15763,406,5109,4435,1478,4875,7330,,125,1505,198,352,101,126,253
11-03-21,6391,6790,13410,3534,17742,1965,1701,2543,182,4531,17334,12467,24854,544,11145,13527,13837,3699,15525,397,5244,3176,1346,4642,8256,79,124,1568,204,355,102,127,255
12-03-21,5820,5862,12463,3623,15718,1937,1677,2586,190,4526,17926,10956,24331,532,10643,13144,13620,3966,15499,394,5144,3144,1360,4373,8330,83,126,1511,203,350,103,129,257
13-03-21,6106,5994,12143,3287,16998,1935,1672,2434,173,4315,17989,9829,24065,544,10541,13136,13315,3926,15615,395,4380,3132,1360,4337,7218,83,128,1401,201,344,110,138,213
14-03-21,6236,5739,12236,3259,17042,1794,1572,2537,163,4350,16970,11129,23170,500,10741,13068,12230,4017,13515,350,5047,3114,1430,4376,7394,81,124,1351,195,328,95,110,239
15-03-21,6489,6302,12495,3498,17324,1918,1696,2864,180,4477,17980,11560,24594,559,10920,13259,13395,4225,15428,413,4950,3208,1437,4465,8196,89,129,1519,196,354,110,141,248
16-03-21,6626,6362,12366,3502,18088,1939,1687,2828,180,4544,17885,11313,25221,551,11193,13396,13409,4209,16024,397,5058,3261,1378,5070,8152,87,129,1574,203,345,108,133,255
17-03-21,6643,6445,12578,3570,18043,1951,1700,2794,181,4596,17626,11409,25255,551,10872,13347,13606,4257,15876,407,5085,3277,1433,5106,8243,86,130,1621,201,345,109,145,250
18-03-21,6368,6533,11461,3532,18549,1941,1633,2437,180,4624,18282,11204,25513,574,10976,13463,13679,4240,15944,404,4761,3330,1399,4799,8398,85,124,1695,205,343,102,152,255
19-03-21,6208,6648,11687,3705,18506,1922,1671,2661,181,4568,17981,10473,24041,554,10691,13562,14004,4256,16097,413,5081,3275,1354,5175,8318,86,131,1705,202,345,101,150,252
20-03-21,7109,6435,11745,3423,18593,1914,1646,2555,181,4521,18080,10073,23893,472,10715,13413,14001,3934,15950,401,5231,3487,1442,5042,9053,80,128,1673,202,342,111,143,276
21-03-21,7506,5810,11560,3295,18033,1806,1501,2480,163,4498,17312,10416,22056,484,10915,12921,12940,3716,14363,356,4965,3278,1479,5170,8132,76,120,1533,189,290,95,134,330
22-03-21,5686,5883,10883,3596,17549,1885,1589,2486,185,4604,18475,10835,23471,555,11008,13519,13805,4063,16146,398,5354,3238,1480,5198,8518,85,210,1678,205,257,111,138,275
23-03-21,5370,5419,9832,3591,15087,1865,1618,2496,181,4558,18185,10670,22777,557,11047,13307,14076,4110,16147,402,5485,3270,1556,5136,8504,94,128,1718,206,336,116,147,278
24-03-21,5791,6097,9944,3583,17013,1940,1700,2442,178,4531,17904,10487,23782,571,10915,13487,14179,4184,16003,407,5299,3170,1407,4978,8740,99,133,1736,202,338,108,129,281
25-03-21,5848,5875,10624,3496,17901,1900,1624,2795,171,4623,17904,10948,24283,582,10715,13468,13981,4137,16023,406,5344,3305,1546,5223,8623,78,127,1693,201,346,103,142,264
26-03-21,5966,5939,10563,3603,17878,1896,1677,2591,175,4589,18483,11033,24449,595,11070,13688,14367,4222,16481,416,5110,3309,1474,4645,8732,81,127,1695,193,340,103,142,271
27-03-21,6157,5815,10364,3332,17596,1848,1601,2512,170,4682,18357,11071,25068,584,11117,13409,13869,4045,16270,409,5177,3333,1646,4431,8402,82,124,1612,189,349,109,130,272
28-03-21,6224,5252,10225,3159,16914,1745,1418,2368,162,4552,17327,10847,24622,527,11152,13309,13264,3707,14494,372,4961,3182,1543,4385,8086,66,125,1559,171,343,110,127,269
29-03-21,5477,4587,8824,2728,15473,1250,1031,2418,157,4327,14197,10265,22303,495,11068,12926,13635,3637,15702,354,4989,3018,1455,4491,8141,58,121,1243,185,341,111,138,285
30-03-21,5653,5500,9414,3374,17169,1693,1372,2514,186,4510,17563,10265,25136,565,11070,13317,13078,4225,16061,405,5248,3247,1520,4699,8968,80,122,1186,142,305,97,124,250
31-03-21,5895,5967,9973,3570,17521,1716,1518,2485,181,4533,18183,10701,25270,552,11123,13361,13948,4284,15975,421,5401,3283,1565,4815,9158,79,128,1335,188,378,101,107,242
01-04-21,5736,6166,10029,3483,17402,1713,1454,2521,169,4670,18380,10910,24822,518,11472,13595,13813,3810,16561,415,5267,3292,1518,4760,8946,77,117,1473,179,328,103,118,257
02-04-21,5678,6474,10032,3503,17896,1815,1527,2421,161,4692,18526,10791,24660,501,11472,13556,13946,3955,16473,437,5190,3210,1496,4702,8570,71,120,1629,166,333,93,110,279
03-04-21,5791,6079,9994,3289,17864,1850,1488,2621,168,4667,18484,10891,25491,534,11472,13531,13975,3937,16310,425,5416,3320,1476,5128,9070,68,114,1625,180,335,103,127,282
04-04-21,5608,5699,9913,3215,17607,1713,1418,2529,159,4688,17840,10780,24371,484,11021,13063,13157,3954,15214,412,5246,3213,1502,5032,8931,65,117,1395,188,293,86,114,251
05-04-21,5591,6473,10022,3736,18408,1799,1528,2542,181,4742,18767,10989,25614,561,11402,12953,13842,4218,16339,413,5391,3234,1532,5617,8522,76,118,1568,198,343,108,116,252
06-04-21,5477,6725,10409,3861,18848,1880,1568,2469,185,4747,18637,11224,25241,570,10829,12804,14010,4155,14336,379,5527,3370,1479,5147,8666,79,120,1621,192,341,103,118,267
07-04-21,5800,6607,10395,3945,19097,1792,1318,2505,182,4787,18691,11174,25506,579,10950,12936,13969,3968,16250,417,5849,3397,1498,5264,9046,80,132,1794,203,275,109,129,284
08-04-21,5849,6885,10324,3805,18380,1870,1523,2787,176,4736,18903,11297,25644,562,10810,12478,14158,4194,16297,434,5724,3411,1499,5081,8921,79,117,1620,203,346,110,117,260
09-04-21,5945,6701,10346,3860,18411,1877,1519,2521,177,4496,18953,11174,24908,570,10520,12332,14070,4250,16588,448,5649,3262,1436,4692,8817,68,131,1741,204,325,107,129,281
10-04-21,6040,6904,10405,3553,18835,1890,1491,2650,179,4525,18643,11023,24161,552,10521,12011,13345,4251,16846,421,5879,3218,1618,4556,8629,66,134,1640,202,304,105,128,293
11-04-21,5845,6340,9921,3456,18482,1740,1288,2701,167,4542,17821,10805,23080,489,10659,11458,13216,3914,14963,396,5658,3263,1669,4461,8483,59,120,1593,192,262,100,121,285
12-04-21,5920,6960,10075,4012,19376,1807,1508,2483,186,4596,19360,10429,24594,565,10748,11640,13544,3496,16007,425,5375,3202,1620,4692,9092,70,130,1739,194,297,114,136,301
13-04-21,6103,7255,10554,4064,19646,1917,1498,2482,187,4649,19007,11050,23766,498,10286,10815,12487,3688,15828,423,5760,3287,1701,4837,9222,69,127,1530,184,281,107,124,298
14-04-21,6327,7172,10807,4013,19325,1879,1488,2719,201,4564,18727,10884,23765,496,10544,9730,12651,3417,14973,407,5805,3160,1628,4759,9283,59,127,1489,183,321,109,136,294
15-04-21,6192,7411,10585,4283,19254,1887,1343,2603,204,4508,18853,10475,23027,464,8900,9499,11419,3754,14490,406,5722,3197,1626,4676,9246,57,120,1550,194,324,110,136,324
16-04-21,6041,6823,10892,4282,17298,1859,1500,2509,204,4503,18866,10878,23414,572,8900,10071,11710,3520,14780,429,5638,3233,1485,4978,9063,46,124,1438,198,382,107,127,296
17-04-21,6055,7008,9910,3203,18416,1783,1389,2505,155,4586,18654,10736,23884,583,9757,10110,12107,4016,15005,431,5739,3202,1530,4809,8206,55,123,1589,191,301,107,128,255
18-04-21,5840,6712,10403,3315,18784,1670,1279,2515,155,4534,17562,10923,23364,525,9757,9685,11115,3460,13879,405,5595,3037,1530,4537,7967,48,120,1481,184,363,97,119,277
19-04-21,6264,7478,10611,3788,18840,1880,1475,2632,193,4468,18920,10963,24911,561,10351,10270,12118,3985,15497,442,5658,2972,1625,4835,8854,57,128,1632,191,332,106,147,286
20-04-21,5965,6876,10917,3491,18681,1809,1549,2450,183,4482,18112,11001,24367,571,10332,10243,11688,3788,15586,439,5648,3165,1658,4812,9239,56,130,1636,200,321,108,140,298
21-04-21,5809,6894,9951,2980,17394,1734,1457,2543,148,4173,17807,10912,24228,558,10332,10085,11880,3765,15852,437,5435,3189,1489,5372,9100,54,127,1728,201,341,107,139,293
22-04-21,5588,6951,10151,2986,17500,1708,1381,2439,168,4351,18194,10127,24043,551,10027,9554,11655,3848,15827,449,5145,3136,1577,5407,7978,64,138,1612,193,335,107,131,287
23-04-21,5434,6302,10853,2909,17329,1683,1463,2671,172,4331,17781,10498,23794,555,10011,8811,11080,3987,16216,436,5493,3054,1582,5266,8083,72,135,1735,200,298,114,137,301
24-04-21,5571,6676,11088,2746,17905,1628,1504,2722,162,4297,17962,10685,23688,526,9473,8971,9973,3732,16183,427,5639,3042,1662,5443,8619,73,138,1773,202,249,112,138,288
25-04-21,5619,6198,10497,2937,18306,1587,1333,2534,160,4293,16755,10435,23396,507,9340,8654,9980,3489,13947,420,5832,3032,1637,5423,8874,62,141,1763,193,255,100,138,295
26-04-21,6261,7124,10755,3228,18305,1720,1437,2766,181,4208,18147,10410,24370,550,10015,9157,11007,4004,15812,427,5613,3148,1642,5317,9048,66,117,1810,191,271,105,145,298
27-04-21,6022,7469,10938,3587,19501,1757,1401,2657,193,4225,18252,10396,24005,568,10085,9136,11184,3863,15878,433,5720,3168,1652,5461,9316,69,139,1825,208,264,110,152,300
28-04-21,6415,7720,11263,3818,19837,1790,1532,2525,210,4300,17824,10401,23955,524,10316,9011,11197,4044,16286,444,5783,3127,1663,5605,9181,63,112,1433,206,239,110,146,304
29-04-21,6771,7292,11527,3940,18354,1734,1419,2499,220,4226,18256,10499,23743,518,10211,8981,11810,4002,16461,419,6097,3069,1508,5656,8657,68,144,1832,197,279,110,146,298
30-04-21,6993,7058,11148,3936,19520,1707,1478,2512,228,4104,17680,10319,23590,516,10076,8778,10686,3885,16244,443,5839,2991,1390,5347,8791,72,135,1748,156,273,82,147,307
01-05-21,6861,7308,10648,3991,19444,1626,1383,2711,220,4059,17379,10115,20776,463,9275,7658,10016,3452,14712,392,5565,2793,1476,5140,7840,58,114,1406,168,319,100,108,303
02-05-21,6524,6901,10595,4023,18069,1541,1353,2453,223,3950,16422,9609,21622,495,9715,7761,9852,3635,13830,397,5459,2732,1319,5001,7684,57,133,1618,191,287,93,126,227
03-05-21,6759,7503,10837,4162,18741,1653,1364,2625,232,3891,17527,9568,22620,529,9892,7818,10501,3577,15429,421,5394,2791,1237,5078,8109,65,125,1562,197,305,108,117,285
04-05-21,6730,7115,11075,4237,18925,1632,1372,2463,229,3879,17712,9568,23342,548,10200,8026,10829,3606,15957,431,4835,2743,1277,4307,7204,69,128,1513,156,314,90,119,224
05-05-21,6518,7597,11173,4444,19799,1672,1392,2353,189,3842,17148,10122,23433,521,9996,7932,10630,3834,15557,437,4718,2793,1212,4270,6458,68,121,1367,193,335,103,139,275
06-05-21,6611,7030,11130,4418,18359,1613,1344,2445,204,3670,17456,10097,23721,535,9845,7825,10267,3697,15539,449,5317,2686,1144,4663,7150,68,130,1494,171,334,100,132,261
07-05-21,6486,6789,10523,3715,18686,1591,1397,2276,170,3560,17559,9838,22941,505,9967,7902,10665,3494,15471,438,4958,2935,1354,4326,6958,85,128,1491,199,283,96,133,233
08-05-21,6412,6940,11150,3822,19173,1572,1367,2421,181,3462,17918,9971,23109,508,9836,7947,9975,3629,14941,434,5153,2831,1341,4577,7704,71,136,1566,192,330,105,125,273
09-05-21,6191,6646,11114,3860,18174,1564,1246,2492,169,3395,16931,9845,22158,461,9940,7690,9795,3641,13756,410,4945,2896,1268,4267,7512,57,122,1520,186,303,98,128,222
10-05-21,6746,6885,11024,3826,18553,1616,1346,2575,180,3535,17667,9478,23156,511,10252,7949,10296,3566,14335,435,4950,2906,1386,4706,7277,68,129,1373,197,291,108,133,276
11-05-21,6529,6668,10804,3970,18354,1621,1349,2452,186,3245,17399,9605,22956,492,10390,8202,9734,3331,14466,407,5037,3001,1400,4532,7017,74,128,1535,180,323,104,135,243
12-05-21,6441,6703,10719,4010,18268,1566,1440,2336,178,3161,17157,9557,22828,497,8906,7286,9480,3217,14692,431,4779,2957,1277,4443,6990,81,135,1375,143,314,97,134,272
13-05-21,5850,6308,9948,3854,17542,1502,1274,2385,161,3174,17240,9569,22665,502,9365,7265,9404,2925,14277,416,4885,3015,1411,3850,7111,69,100,1338,189,310,96,114,221
14-05-21,6241,6649,10576,3775,17825,1566,1336,2149,161,3354,16873,9729,22595,482,8938,7427,9246,2271,13717,391,5253,2979,1508,4597,7505,70,110,1477,194,330,100,135,246
15-05-21,6263,6505,10550,3756,19104,1610,1372,2282,175,3696,17226,9917,21095,467,8769,6786,8054,2779,12762,387,5509,3044,1411,4666,7832,74,102,1348,203,325,100,129,232
16-05-21,6405,6588,10981,4045,19834,1574,1196,2340,184,3766,16021,9843,18251,355,8316,6284,6592,2723,11778,361,5697,2976,1522,4839,8216,58,108,1411,202,310,94,122,241
17-05-21,6790,7185,10866,4144,19218,1671,1332,2463,212,3876,13530,8192,16668,257,9123,7000,8413,3060,13445,385,6083,3014,1550,4943,8464,69,93,1454,205,313,108,121,306
18-05-21,6922,6797,8612,4161,17559,1649,1342,2549,199,3779,9125,8024,18020,351,9289,7258,8944,3118,13797,382,5447,2906,1463,5983,8345,66,100,1441,189,327,109,124,318
19-05-21,7120,5657,5951,3266,15537,1690,1340,2437,181,3698,10823,7430,18930,467,9663,7398,9089,2996,13876,393,5494,3070,1571,5859,8320,85,112,1593,201,323,104,125,312
20-05-21,7073,5702,7732,2693,13609,1347,1334,2358,183,3605,13080,8193,19383,511,8927,6882,8942,3192,12995,349,4892,3048,1450,5711,8277,94,94,1310,204,262,102,109,312
21-05-21,6848,5429,9215,2757,15584,1438,1309,2253,175,3738,13661,8719,20266,516,8637,7197,9234,3079,12279,325,5470,2925,1357,5435,8385,88,95,1667,197,304,104,108,327
22-05-21,6824,5803,8676,2913,17174,1543,1343,2269,197,3765,14128,8874,20535,548,7490,7102,8405,3025,12008,330,6075,3076,1606,5210,8943,99,94,1782,202,308,105,117,333
23-05-21,6397,5311,8716,2849,17490,1446,1203,2274,175,3730,13601,9008,20482,514,7785,6908,8411,3164,11778,336,5901,3066,1699,5339,9217,85,100,1828,187,284,89,135,337
24-05-21,6411,6382,10200,3202,17675,1604,1325,2357,193,3765,15168,9259,22008,548,7851,7154,9117,3378,11787,370,5904,3093,1660,5235,9146,101,103,1764,193,279,97,127,291
25-05-21,6823,7046,10718,3564,18526,1670,1340,2381,208,3693,15692,9437,21870,552,7902,6908,9233,3136,11868,339,5790,3053,1593,4746,7482,98,102,1758,204,289,108,138,250
26-05-21,7299,7479,11145,4004,19392,1740,1366,2553,221,3608,15613,9679,21362,566,8358,7092,8597,2984,11449,364,5608,2929,1340,3230,5518,100,121,1750,203,294,104,143,275
27-05-21,7603,7886,10877,4400,18111,1766,1332,2353,256,3718,15945,9663,21896,574,8637,7504,8460,3170,12180,348,4484,2884,1064,4510,5689,84,119,1790,205,273,106,139,314
28-05-21,7794,8222,11135,4824,17672,1798,1428,2412,282,3822,16379,9598,21919,563,9903,7443,9785,3259,12384,339,3087,3054,1407,4869,7308,78,109,1842,195,305,108,139,292
29-05-21,8268,7815,11372,4743,18314,1726,1394,2384,265,3866,16668,9517,22141,546,10239,7923,10460,3209,12499,382,4881,2921,1395,4802,7970,84,114,1888,207,315,109,141,298
30-05-21,7854,6474,10930,4500,19376,1596,1134,2278,249,3845,15487,9313,20133,522,10092,7364,10127,3206,12050,360,5529,2936,1454,5090,7876,77,107,1807,207,297,104,136,298
31-05-21,8054,6789,11347,4882,20604,1666,1398,2265,280,3819,16355,9494,21415,557,10214,7692,10707,3263,12897,382,5790,3042,1569,5204,7696,84,102,1524,241,299,102,127,250
01-06-21,6832,6306,10399,4596,18118,1649,1265,2207,209,3727,16201,9393,21141,576,10086,7578,10860,3352,13292,375,5507,2973,1533,4864,7514,81,107,1750,194,306,100,133,227
02-06-21,6840,6576,10126,4081,20077,1676,1419,2397,228,3727,16502,9418,20736,599,9573,7297,11174,3496,13672,401,5706,3514,1551,4451,8167,83,109,1720,188,295,106,131,265
03-06-21,6387,6777,9845,4686,20642,1762,1353,2265,212,3668,16728,9322,19956,556,7919,6284,9308,3391,13684,387,5917,3274,1685,4697,8560,84,103,1773,191,318,106,134,243
04-06-21,6393,6715,10430,4614,19983,1792,1401,2337,232,3652,17110,9142,19859,558,8441,7343,8109,3198,13290,385,6101,3268,1638,4940,8432,85,119,1695,203,297,106,152,282
05-06-21,7094,7056,10492,4010,20907,1860,1372,2383,204,3836,16462,9211,19247,531,8245,6730,7650,2976,12319,348,5965,3284,1647,4840,8443,87,106,1341,205,300,103,131,232
06-06-21,7237,7173,9990,4949,20907,1772,1245,2139,215,3864,15328,9105,18091,499,8214,6347,6916,3137,12080,338,6062,3335,1621,4718,8015,77,115,1424,187,288,94,119,205
07-06-21,8091,8420,10905,5519,22413,1946,1402,2392,270,3912,16593,9378,19411,557,8555,7513,7906,3493,13188,403,6213,3248,1587,4690,8102,83,114,1499,201,319,107,131,262
08-06-21,8824,9057,11518,5858,23216,2037,1472,2307,316,3806,16714,9255,19937,524,8863,7559,8706,3333,13202,353,6174,3301,1523,4430,7919,83,120,1728,209,317,106,131,246
09-06-21,9756,9308,12000,6270,23062,2104,1520,2335,361,3539,17137,8957,19655,508,9307,7054,9143,3353,13533,379,5985,3095,1470,5248,8144,86,132,1819,202,310,106,132,279
10-06-21,11576,9156,12227,6412,22023,1919,1502,2271,360,3438,17315,8657,19037,558,8370,7155,9301,3330,13995,418,6120,3112,1423,4844,7997,87,134,1849,202,302,98,141,257
11-06-21,11339,9369,12353,5819,21096,1934,1428,2260,327,3367,17130,8745,19187,569,8135,6614,9685,3265,14172,398,5977,3005,1476,4740,7836,77,134,1887,193,296,105,138,261
12-06-21,11382,8870,12594,5721,19750,1813,1295,2289,269,3265,17610,8577,19038,525,7790,6606,9691,3003,14059,388,5655,3087,1446,4864,7681,82,132,1896,192,305,98,133,339
13-06-21,10724,7505,11779,5057,18734,1666,1115,2163,261,3280,16702,8384,18565,487,7682,6565,8280,2809,12115,359,5595,3074,1528,4792,7611,75,123,1850,198,306,88,132,272
14-06-21,10995,8889,11899,5677,19440,1919,1445,2263,260,3335,18093,8651,21093,521,8184,6584,9244,2993,13513,378,5475,3046,1467,4896,7649,82,132,1910,198,312,104,141,289
15-06-21,11272,8524,11646,5771,17998,1909,1464,2319,304,3293,17624,8478,20973,518,8360,6695,8958,3082,14033,392,5341,3044,1407,4564,7594,78,135,1967,201,305,108,146,292
16-06-21,11263,8566,11021,5237,20376,1921,1391,2153,233,3368,17784,8811,20419,469,8775,6905,8091,3053,14481,396,5424,3049,1379,4339,7048,81,141,1970,194,311,106,143,273
17-06-21,11428,8953,10988,5265,19279,1896,1336,2252,260,3242,16053,8618,19858,517,8596,7573,8077,3168,14893,398,5458,3039,1367,4685,6752,89,131,1936,189,304,104,139,264
18-06-21,11559,8973,11105,5316,18059,1781,1472,2345,280,3348,15233,8391,19962,513,8780,8312,8671,3228,14843,402,5219,2967,1400,4739,6899,91,132,1834,192,303,102,137,241
19-06-21,11688,8946,10837,5066,17536,1668,1500,2270,266,3238,13538,8408,18821,531,8747,8615,8637,3090,14481,389,4911,2973,1419,4922,6418,87,132,1785,177,307,104,134,228
20-06-21,11439,8839,10323,4922,18260,1522,1291,2165,256,3418,11877,8393,18112,497,9021,8693,8089,3077,13913,384,4948,2985,1350,5154,6317,79,130,1774,187,307,94,136,245
21-06-21,12382,9859,10567,5676,20354,1787,1444,2100,305,3807,13273,8623,19844,547,9791,9687,9478,3303,15212,420,5407,2993,1374,4949,7564,89,132,1895,210,313,101,143,287
22-06-21,12821,9992,11056,5947,21153,1954,1456,2376,317,3743,13975,8677,20895,576,10172,10136,10097,3298,14594,387,5817,3082,1419,4523,7524,83,133,1899,198,310,101,129,288
23-06-21,12946,10771,11548,6316,21944,1999,1524,2301,344,3411,14533,8491,21103,580,9579,10640,10648,3313,14813,382,6000,3135,1528,4472,7816,88,129,1999,199,320,102,130,302
24-06-21,13026,10819,11749,6488,20743,2001,1460,2336,296,3409,14889,8045,21065,557,9019,10108,10657,3370,14263,379,6100,3089,1454,4605,8056,84,127,1939,195,320,103,145,296
25-06-21,13141,10364,11520,6013,20675,1968,1466,2313,328,3551,15508,8375,20571,549,9155,10478,9922,3396,14769,406,6012,3155,1459,4740,8104,81,126,1953,198,312,105,142,306
26-06-21,12494,10390,11307,5679,21443,1969,1313,2192,290,3500,16029,8456,20416,532,9686,10614,10925,3051,14288,398,6043,3201,1467,4701,8264,83,136,1895,196,292,106,143,309
27-06-21,12379,10454,10756,6069,21939,1940,1264,2302,296,3639,15357,8616,19140,504,8432,9294,8500,3114,12955,361,6022,3087,1480,4855,8091,73,137,1857,192,284,99,133,307
28-06-21,12636,11013,11933,6403,22778,2129,1470,2362,350,3868,16177,8834,19333,556,9030,9594,10093,3304,14792,390,5991,3234,1534,4985,8517,86,120,1842,183,310,102,135,286
29-06-21,12695,12670,12672,6522,23424,2145,1488,2356,370,4066,16268,9233,19847,575,9657,10940,10660,3483,16040,403,6212,3178,1459,4947,8337,85,121,1801,188,299,100,141,293
30-06-21,12842,11334,12641,6824,24574,2189,1578,2218,379,4038,16173,9233,20540,580,9994,11130,11071,3609,15837,364,6219,3002,1403,5017,8157,87,122,1755,189,302,101,141,204
01-07-21,13196,11674,12925,6937,23565,2205,1539,2310,400,4007,16302,9336,20694,550,9994,11005,11305,3299,15579,396,5946,2979,1554,5139,7257,81,127,1731,184,310,101,143,230
02-07-21,13361,11776,13499,7244,23013,2269,1463,2028,409,3794,16241,9517,20622,566,8480,9947,11408,3372,14691,393,6009,2858,1445,5081,7532,117,125,1718,180,309,105,129,249
03-07-21,12979,11130,13199,6103,22659,2115,1476,2274,330,3735,17261,9706,21850,550,8291,10511,11172,3325,14291,392,5859,2863,1443,5804,7677,114,119,1826,184,303,107,128,268
04-07-21,12749,10538,12833,5963,22649,1949,1313,2291,325,3744,15964,9729,21764,506,8323,10605,10523,3208,13308,337,6266,2939,1393,5624,7732,99,143,1828,182,310,94,131,273
05-07-21,12839,11266,12900,6437,22864,2206,1482,2283,387,3735,17731,10089,23797,558,8146,10615,10182,3428,13962,386,6207,2883,1476,5267,8530,124,135,1912,197,335,106,145,285
06-07-21,12969,11505,13063,6743,23446,2240,1503,2317,405,4167,17956,10161,23759,562,8522,10273,10388,3493,14584,393,6342,2962,1489,5312,8773,119,134,1851,208,325,105,123,289
07-07-21,12438,12039,13504,7045,23596,2235,1592,2101,408,4189,18794,10546,24089,556,8978,10733,9854,3573,14663,408,6556,2973,1432,5005,8579,125,125,1879,205,310,101,123,265
08-07-21,12583,12040,13740,7157,24298,2206,1560,2333,426,3613,18799,10295,22444,547,7955,8229,9998,3631,14794,445,6388,2928,1522,4996,8095,107,132,1994,195,295,107,140,292
09-07-21,12454,11566,13672,6781,24546,2247,1490,2325,397,3894,19007,9762,20620,538,7791,9110,9957,3321,13973,406,6868,3170,1593,5264,8886,117,141,1964,195,307,107,132,291
10-07-21,12260,11767,13852,6645,24149,2209,1401,2325,364,4132,18237,9964,19609,532,7745,8890,8893,2823,13171,372,6565,3168,1589,5175,8735,91,138,1935,185,300,103,134,297
11-07-21,12341,11559,13082,6559,24238,1984,1261,2152,325,4107,16471,9893,18671,486,7190,8152,8143,2796,11994,352,6361,3077,1516,5703,8519,82,133,1948,193,279,95,129,289
12-07-21,11984,11224,12032,6417,24112,2130,1365,2015,352,4170,15317,9991,19477,526,7574,8393,8598,3081,13955,392,6272,3082,1470,5732,8529,121,133,2031,195,275,103,143,288
13-07-21,11166,10684,12247,6088,23850,2058,1394,2310,318,4206,15133,10414,19544,531,7749,8355,8687,3110,14033,389,6382,3021,1470,5572,8340,105,123,1957,194,321,97,144,281
14-07-21,11587,8912,12015,5312,23288,1956,1492,2289,290,4303,15071,10475,19526,526,7550,8024,8231,2897,14559,379,6395,3090,1430,5465,8370,104,131,1932,188,309,105,141,286
15-07-21,12089,8625,11455,5667,24494,1991,1482,2368,300,4534,16170,10603,19629,534,7589,7474,7798,3123,13628,390,6789,3156,1434,5644,8890,93,125,1865,203,317,102,140,296
16-07-21,12715,10058,12229,6313,24795,2098,1576,2251,350,4748,15866,10817,18788,542,7661,8890,8573,3198,13758,401,6627,3190,1403,5956,9245,83,134,1879,204,312,101,132,292
17-07-21,12672,10385,13220,6253,24085,2158,1598,2328,353,4814,16194,11194,19107,543,7728,9583,8406,2915,13388,388,6378,3086,1376,6005,9103,86,141,1896,193,305,107,134,260
18-07-21,12831,10353,11848,6045,23284,1833,1365,2333,311,4775,14411,10596,18124,490,7332,9796,7079,2790,11360,345,6179,2971,1529,5872,8711,70,135,1861,200,311,103,132,268
19-07-21,12567,8113,10975,5357,19057,1679,1452,2262,261,4760,15451,9933,19110,536,7683,9409,7689,3310,13726,399,6598,3188,1718,5941,8913,93,147,1950,177,309,98,142,288
20-07-21,11338,7241,11432,4977,18356,1765,1395,2273,277,4747,15053,9696,19113,542,7528,10064,7967,3245,14011,411,6396,3021,1601,5496,8635,85,148,1982,196,305,105,139,279
21-07-21,10350,8448,11534,5275,21573,1789,1465,2318,266,3981,14758,9557,18670,514,7240,8007,7295,2971,14008,385,6511,2963,1625,5423,8546,86,147,1977,192,370,103,144,286
22-07-21,11010,8496,12099,5325,21209,1826,1481,2447,292,4034,16101,9574,17815,541,6790,6385,7903,3183,13576,393,6403,2984,1611,5749,8441,81,139,2023,193,311,102,160,236
